Car_Name,Make,Model,Make_Year,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission
"Hyundai Elite i20 [2018-2020] Sportz Plus 1.2",Hyundai,"Elite i20",2020,petrol,40,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,117,18.6,"BS V"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2017,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Maruti Suzuki Ciaz Alpha(Petrol)","Maruti Suzuki",Ciaz,2017,petrol,43,"k14B VVT Engine",1373,5-Speed,Manual,91.1,130,20.73,"BS IV"
"Maruti Suzuki Alto K10 [2014-2019] VXi (O)","Maruti Suzuki","Alto K10",2019,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,"BS V"
"Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT","Maruti Suzuki",Dzire,2017,petrol,37,"1.2 Litre Petrol Engine",1696,5-Speed,Automatic,88.5,113,24.12,"BS V"
"Ford EcoSport [2015-2017] Titanium+ 1.0L EcoBoost",Ford,EcoSport,2016,petrol,52,"1.0L Ecoboost (Petrol)",1298,5-Speed,Automatic,124,170,18.9,"BS IV"
"Hyundai Eon [2011-2018] Era +",Hyundai,Eon,2012,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Hyundai Elite i20 [2014-2018] Sportz 1.2",Hyundai,"Elite i20",2016,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Maruti Suzuki S-Cross Alpha 1.5","Maruti Suzuki",S-Cross,2020,petrol,48,"K15B Smart Hybrid",1462,5-Speed,Manual,103.25,138,18.55,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.2 (O)",Hyundai,"Elite i20",2016,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,"BS IV"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2020,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2016,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Hyundai Elite i20 [2018-2020] Sportz 1.2",Hyundai,"Elite i20",2018,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,"BS V"
"Volkswagen Polo [2010-2014] Comfortline 1.2L (P)",Volkswagen,Polo,2011,petrol,45,"MPI Petrol Engine",1199,5-Speed,Manual,74,110,16.2,"BS IV"
"Volkswagen Ameo [2016-2020] Highline1.2L Plus (P)",Volkswagen,Ameo,2017,petrol,45,"MPI Petrol Engine",1298,5-Speed,Automatic,73.75,110,17,"BS V"
"Hyundai i10 [2010-2016] Era Petrol",Hyundai,i10,2013,petrol,35,"4 cylinder inline petrol engine",1086,5-Speed,Manual,68.05,99.04,19.81,"BS III"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2015,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2013,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Hyundai Elite i20 [2018-2020] Asta 1.2",Hyundai,"Elite i20",2018,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,"BS V"
"Kia Seltos GTX Plus",Kia,Seltos,2020,petrol,50,"Smartstream G1.4 T-GDi",1353,6-Speed,Manual,138,242,16.1,"BS IV"
"Hyundai Eon [2011-2018] Era +",Hyundai,Eon,2013,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Hyundai Fluidic Verna 4S [2015-2017] 1.6 CRDi SX",Hyundai,"Fluidic Verna 4S",2017,diesel,43,"1.6L U2 CRDi VGT 6 Speed Manual Transmission",1582,6-Speed,Manual,126,260,24.8,"BS IV"
"Maruti Suzuki Wagon R 1.0 [2010-2019] VXI","Maruti Suzuki","Wagon R 1.0",2012,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX",Hyundai,Verna,2014,diesel,43,"Diesel Engine",1582,6-Speed,Manual,126,260,21.9,"BS III"
"Renault Kwid RXL",Renault,Kwid,2021,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,"BS IV"
"Renault Kwid [2016-2019] 1.0 RXT",Renault,Kwid,2017,petrol,28,"Petrol Engine",999,5-Speed,Manual,67,91,23.01,"BS V"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2017,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Maruti Suzuki Alto K10 [2014-2019] VXi (O)","Maruti Suzuki","Alto K10",2016,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,"BS V"
"Maruti Suzuki Ritz [2009-2012] VXI","Maruti Suzuki",Ritz,2012,petrol,45,"KB Series",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Hyundai Elite i20 [2018-2020] Sportz Plus 1.2",Hyundai,"Elite i20",2020,petrol,40,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,117,18.6,"BS V"
"Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT",Ford,EcoSport,2017,petrol,52,"1.5L Ti-VCT (Petrol)",1499,5-Speed,Manual,110,140,15.8,"BS IV"
"Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT",Hyundai,Verna,2019,petrol,45,"VTVT Petrol Engine",1591,6-Speed,Automatic,121.3,151,17,"BS V"
"Hyundai i10 [2010-2016] Magna 1.2 Petrol",Hyundai,i10,2012,petrol,35,"Kappa Petrol Engine",1197,5-Speed,Manual,78.9,111.7,20.36,"BS III"
"Datsun Redi-GO [2015-2019] T (O)",Datsun,Redi-GO,2017,petrol,28,"0.8L Petrol Engine",799,5-Speed,Manual,53.64,72,20.71,"BS V"
"Hyundai i20 [2012-2014] Asta 1.2",Hyundai,i20,2013,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,82.85,113.7,18.5,"BS IV"
"Honda City [2017-2020] VX",Honda,City,2018,petrol,40,"i VTEC Engine",1497,5-Speed,Automatic,117.6,145,17.4,"BS V"
"Maruti Suzuki Celerio [2014-2021] ZXi (O) AMT","Maruti Suzuki",Celerio,2017,petrol,35,"K10B Engine",998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Honda Jazz [2015-2020] SV MT",Honda,Jazz,2016,petrol,40,"i-VTEC Petrol Engine",1199,5-Speed,Automatic,88.7,110,18.7,"BS V"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2018,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Hyundai Creta [2018-2020] 1.6 SX VTVT",Hyundai,Creta,2019,petrol,55,"VTVT Petrol Engine",1696,6-Speed,Automatic,121.33,151,16.8,"BS V"
"Honda City [2014-2017] VX CVT",Honda,City,2015,petrol,40,"i VTEC Engine",1497,5-Speed,Manual,117.3,145,18,"BS IV"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2017,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Hyundai i10 [2010-2016] Magna Petrol",Hyundai,i10,2014,petrol,35,"4 cylinder inline petrol engine",1197,5-Speed,Manual,68,99.08,19.81,"BS III"
"Honda Jazz V MT",Honda,Jazz,2018,petrol,40,"1.2 i-VTEC Petrol",1199,5-Speed,Manual,88.51,110,16.6,"BS IV"
"Hyundai Eon [2011-2018] Era +",Hyundai,Eon,2015,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Ford Figo Aspire [2019-2021] Titanium Plus 1.2 Ti-VCT",Ford,"Figo Aspire",2020,petrol,42,"Ti-VCT Petrol Engine",1798,5-Speed,Manual,94.93,119,18.5,"BS V"
"Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS","Maruti Suzuki",Ertiga,2016,diesel,45,"DDiS Diesel Engine",1248,5-Speed,Manual,89,200,24.52,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.2",Hyundai,"Elite i20",2017,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Zxi","Maruti Suzuki",Ritz,2014,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Maruti Suzuki Celerio [2014-2021] VXi AMT","Maruti Suzuki",Celerio,2015,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT",Ford,"Figo Aspire",2017,petrol,42,"Ti-VCT Petrol Engine",1194,5-Speed,Manual,94.93,119,18.5,"BS V"
"Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT",Hyundai,Verna,2017,petrol,45,"VTVT Petrol Engine",1591,6-Speed,Automatic,121.3,151,17,"BS V"
"Hyundai i10 [2010-2016] Sportz Petrol",Hyundai,i10,2015,petrol,35,"DOHC Kappa2 Engine",1197,5-Speed,Manual,78.9,111.8,20.36,"BS III"
"Maruti Suzuki Ertiga [2015-2018] ZDI","Maruti Suzuki",Ertiga,2016,diesel,45,"DDiS Diesel Engine",1248,5-Speed,Manual,89,200,24.52,"BS IV"
"Hyundai Elite i20 [2014-2018] Sportz 1.4 CRDI",Hyundai,"Elite i20",2016,diesel,45,"16 Valves, 4 Cylinder",1396,6-Speed,Manual,89,220,22.54,"BS IV"
"Hyundai Xcent [2014-2017] SX AT (O) Petrol",Hyundai,Xcent,2014,petrol,43,"1.2 Kappa Dual VTVT Petrol",1197,4-Speed,Automatic,81,114,16.1,"BS IV"
"Kia Seltos GTX Plus",Kia,Seltos,2019,petrol,50,"Smartstream G1.4 T-GDi",1353,6-Speed,Manual,138,242,16.1,"BS IV"
"Maruti Suzuki Wagon R 1.0 [2010-2019] LXI","Maruti Suzuki","Wagon R 1.0",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Mahindra Scorpio [2014-2017] S4 Plus",Mahindra,Scorpio,2015,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,5-Speed,Manual,120,280,15.4,"BS IV"
"Hyundai Elite i20 [2018-2020] Asta 1.2",Hyundai,"Elite i20",2018,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,"BS V"
"Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt AT",Hyundai,Verna,2013,petrol,43,"Front Wheel Drive",1591,4-Speed,Automatic,121,158,16.61,"BS III"
"Maruti Suzuki Ciaz Alpha Petrol","Maruti Suzuki",Ciaz,2019,petrol,43,"K15 Smart Hybrid Petrol E",1696,5-Speed,Manual,103.25,138,20.65,"BS IV"
"Honda City [2014-2017] V",Honda,City,2015,petrol,40,"i VTEC Engine",1497,5-Speed,Manual,117.3,145,17.8,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Zxi","Maruti Suzuki",Ritz,2014,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Hyundai i20 [2012-2014] Sportz 1.2",Hyundai,i20,2014,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,82.85,113,18.5,"BS IV"
"Hyundai Verna SX Opt Diesel",Hyundai,Verna,2020,diesel,45,"1.5 l U2 CRDi",1493,6-Speed,Manual,113,250,25,"BS IV"
"Hyundai Elite i20 [2018-2020] Sportz 1.2",Hyundai,"Elite i20",2018,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,"BS V"
"Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O)",Hyundai,"Elite i20",2017,diesel,45,"U2 CRDI Diesel Engine",1396,6-Speed,Manual,88.73,219.7,22.54,"BS IV"
"Maruti Suzuki Dzire [2017-2020] ZXi Plus","Maruti Suzuki",Dzire,2018,petrol,37,"1.2 Litre Petrol Engine",1197,5-Speed,Automatic,88.5,113,23.26,"BS V"
"Mahindra XUV 300 W8 (O) Diesel",Mahindra,"XUV 300",2020,diesel,42,"1.5L Turbo Diesel",1497,6-Speed,Manual,115,300,20,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2013,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] LXi","Maruti Suzuki","Alto K10",2011,petrol,35,K10B,998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Maruti Suzuki Ciaz Alpha Petrol","Maruti Suzuki",Ciaz,2020,petrol,43,"K15 Smart Hybrid Petrol E",1696,5-Speed,Manual,103.25,138,20.65,"BS IV"
"Ford Freestyle [2017-2021] Titanium 1.2",Ford,Freestyle,2018,petrol,42,"1.2 litre Petrol Engine",1298,5-Speed,Automatic,94.93,119,18.5,"BS IV"
"Maruti Suzuki Ciaz Alpha Petrol","Maruti Suzuki",Ciaz,2020,petrol,43,"K15 Smart Hybrid Petrol E",1696,5-Speed,Manual,103.25,138,20.65,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Hyundai Creta [2015-2018] 1.6 SX Plus Petrol",Hyundai,Creta,2016,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.2 (O)",Hyundai,"Elite i20",2015,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2014,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX Opt AT",Hyundai,Verna,2014,diesel,43,"Front Wheel Drive",1582,4-Speed,Manual,126,260,21.9,"BS III"
"Maruti Suzuki Alto 800 [2012-2016] Vxi","Maruti Suzuki","Alto 800",2015,petrol,35,F8D,796,5-Speed,Manual,47.3,69,22.74,"BS III"
"Renault Kiger RXZ MT Dual Tone",Renault,Kiger,2021,petrol,40,"1.0L Energy	",1298,5-Speed,Automatic,71,96,19.7,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2014,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Maruti Suzuki Wagon R 1.0 [2010-2019] LXI","Maruti Suzuki","Wagon R 1.0",2012,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Hyundai Elite i20 [2018-2020] Asta 1.2",Hyundai,"Elite i20",2018,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,"BS V"
"Honda Jazz [2015-2020] SV MT",Honda,Jazz,2016,petrol,40,"i-VTEC Petrol Engine",1199,5-Speed,Automatic,88.7,110,18.7,"BS V"
"Maruti Suzuki Wagon R 1.0 [2010-2019] LXI","Maruti Suzuki","Wagon R 1.0",2012,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Honda Jazz [2015-2020] SV MT",Honda,Jazz,2016,petrol,40,"i-VTEC Petrol Engine",1199,5-Speed,Automatic,88.7,110,18.7,"BS V"
"Hyundai i10 [2010-2016] Sportz Petrol",Hyundai,i10,2014,petrol,35,"DOHC Kappa2 Engine",1197,5-Speed,Manual,78.9,111.8,20.36,"BS III"
"Ford EcoSport [2013-2015] Titanium 1.5L TDCi",Ford,EcoSport,2014,diesel,52,"TDCi Diesel Engine",1498,5-Speed,Manual,98.96,215,21.7,"BS III"
"Renault Kwid [2015-2019] RXT Opt",Renault,Kwid,2019,petrol,28,"Petrol Engine",799,5-Speed,Manual,53.3,72,25.17,"BS V"
"Kia Seltos HTX G",Kia,Seltos,2020,petrol,50,"Smartstream G1.5",1497,6-Speed,Manual,113.4,114,16.8,"BS IV"
"Kia Seltos GTX Plus",Kia,Seltos,2020,petrol,50,"Smartstream G1.4 T-GDi",1353,6-Speed,Manual,138,242,16.1,"BS IV"
"Maruti Suzuki Alto K10 [2014-2019] VXi","Maruti Suzuki","Alto K10",2019,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,"BS V"
"Maruti Suzuki Eeco 5 STR WITH A/C+HTR","Maruti Suzuki",Eeco,2017,petrol,40,"Aluminium 32 bit",1196,5-Speed,Manual,72.42,98,16.11,"BS IV"
"Renault Duster [2015-2019] 110 PS RXL 4X2 MT",Renault,Duster,2015,diesel,50,"1.5 dCI K9K THP Diesel engine",1596,5-Speed,Manual,108,248,19.6,"BS V"
"Renault Triber RXZ",Renault,Triber,2019,petrol,40,"1.0L Petrol Engine",999,5-Speed,Manual,71,96,20,"BS IV"
"Maruti Suzuki Alto 800 [2012-2016] LXI","Maruti Suzuki","Alto 800",2012,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.74,"BS III"
"Hyundai Eon [2011-2018] Era +",Hyundai,Eon,2013,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Maruti Suzuki Swift Dzire [2008-2012] VXI","Maruti Suzuki","Swift Dzire",2011,petrol,43,"In-Line Engine",1298,5-Speed,Manual,85.8,114,17.5,"BS IV"
"Renault Kwid [2017-2019] RXT 1.0 SCE Special (O)",Renault,Kwid,2019,petrol,28,"Petrol Engine",999,5-Speed,Manual,67,91,23.01,"BS V"
"Toyota Yaris [2018-2021] VX CVT",Toyota,Yaris,2020,petrol,42,"1.5 Dual VVT-i Engine",1596,5-Speed,Manual,105.94,140,18.1,"BS IV"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2020,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Kia Seltos GTX Plus",Kia,Seltos,2020,petrol,50,"Smartstream G1.4 T-GDi",1353,6-Speed,Manual,138,242,16.1,"BS IV"
"Maruti Suzuki Ciaz Alpha Petrol","Maruti Suzuki",Ciaz,2019,petrol,43,"K15 Smart Hybrid Petrol E",1696,5-Speed,Manual,103.25,138,20.65,"BS IV"
"Maruti Suzuki Wagon R 1.0 [2010-2019] VXI","Maruti Suzuki","Wagon R 1.0",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Maruti Suzuki Swift VXI","Maruti Suzuki",Swift,2021,petrol,37,"VTVT Engine",1197,5-Speed,Manual,81.8,113,21.21,"BS IV"
"Mahindra Scorpio [2014-2017] S6 Plus",Mahindra,Scorpio,2016,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,5-Speed,Manual,120,280,15.4,"BS IV"
"Maruti Suzuki Celerio [2014-2021] VXi AMT","Maruti Suzuki",Celerio,2014,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Skoda Rapid [2011-2016] Elegance 1.6 MPI AT",Skoda,Rapid,2012,petrol,55,"4 cylinder inline petrol engine",1598,6-Speed,Automatic,103,153,14.3,"BS III"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2019,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Renault Triber RXZ AMT",Renault,Triber,2020,petrol,40,"1.0L Petrol Engine",999,5-Speed,Automatic,72,96,18.2,"BS IV"
"Maruti Suzuki Alto [2010-2013] LXI","Maruti Suzuki",Alto,2011,petrol,35,"In-Line Engine",796,5-Speed,Manual,46.3,62,19.7,"BS IV"
"Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT",Hyundai,"Grand i10",2014,petrol,43,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,82,114,18.9,"BS IV"
"Hyundai Verna SX Opt IVT Petrol",Hyundai,Verna,2020,petrol,45,"1.5 l MPi	",1497,5-Speed,Automatic,113,144,18.4,"BS IV"
"Maruti Suzuki Alto 800 Vxi Plus","Maruti Suzuki","Alto 800",2020,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.05,"BS IV"
"MG Motors Hector 1.5 Sharp DCT AT","MG Motors",Hector,2019,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,"BS IV"
"Maruti Suzuki Ciaz [2014-2017] ZXi AT","Maruti Suzuki",Ciaz,2015,petrol,43," K 14B VVT",1373,4-Speed,Automatic,91,130,19.12,"BS IV"
"Maruti Suzuki Swift Dzire [2012-2017] VXI AT","Maruti Suzuki","Swift Dzire",2014,petrol,42,"K Series VVT Engine",1197,4-Speed,Automatic,85.8,114,19.1,"BS IV"
"Ford Freestyle [2017-2021] Titanium 1.2",Ford,Freestyle,2020,petrol,42,"1.2 litre Petrol Engine",1298,5-Speed,Automatic,94.93,119,18.5,"BS IV"
"Renault Kwid [2015-2019] RXE",Renault,Kwid,2015,petrol,28,"Petrol Engine",799,5-Speed,Manual,53.3,72,25.17,"BS V"
"Maruti Suzuki Ritz [2009-2012] VXI","Maruti Suzuki",Ritz,2011,petrol,45,"KB Series",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Maruti Suzuki Celerio [2014-2021] VXi AMT","Maruti Suzuki",Celerio,2014,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Maruti Suzuki Wagon R 1.0 [2010-2019] VXI","Maruti Suzuki","Wagon R 1.0",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,18.9,"BS V"
"Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT AT",Ford,EcoSport,2017,petrol,52,"1.5L Ti-VCT (Petrol)",1499,6-Speed,Automatic,110,140,16.5,"BS IV"
"Hyundai Creta [2015-2018] 1.6 SX",Hyundai,Creta,2017,diesel,60,"U2 VGT CRDi",1582,6-Speed,Manual,126,265,19.67,"BS IV"
"Hyundai Elite i20 [2014-2018] Sportz 1.2",Hyundai,"Elite i20",2017,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Datsun GO [2014-2019] T",Datsun,GO,2014,petrol,35,"DOHC with Dual VTVT",1798,5-Speed,Manual,67.05,104,19.02,"BS V"
"Volkswagen Vento [2010-2015] Highline Petrol AT",Volkswagen,Vento,2013,petrol,55,"4 cylinder inline",1598,6-Speed,Automatic,103,153,14.4,"BS III"
"MG Motors Hector 1.5 Sharp DCT AT","MG Motors",Hector,2019,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,"BS IV"
"Honda WR-V VX i-VTEC",Honda,WR-V,2017,petrol,40,"i-VTEC Petrol engine",1199,5-Speed,Manual,88.5,110,16.5,"BS IV"
"Mahindra Scorpio [2014-2017] S10 AT",Mahindra,Scorpio,2015,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,6-Speed,Automatic,120,280,15.4,"BS IV"
"Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX",Hyundai,"Fluidic Verna 4S",2017,petrol,43,"1.6L Gamma VTVT 5 Speed Manual Transmission",1591,5-Speed,Manual,121,158,17.4,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2013,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI",Hyundai,"Elite i20",2015,diesel,45,"U2 CRDI Diesel Engine",1396,6-Speed,Manual,88.73,219.7,22.54,"BS IV"
"Hyundai Verna SX Opt IVT Petrol",Hyundai,Verna,2020,petrol,45,"1.5 l MPi	",1497,5-Speed,Automatic,113,144,18.4,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O)",Hyundai,"Elite i20",2016,diesel,45,"U2 CRDI Diesel Engine",1396,6-Speed,Manual,88.73,219.7,22.54,"BS IV"
"MG Motors Hector 1.5 Sharp DCT AT","MG Motors",Hector,2020,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2012,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2020,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI",Hyundai,"Elite i20",2017,diesel,45,"U2 CRDI Diesel Engine",1396,6-Speed,Manual,88.73,219.7,22.54,"BS IV"
"Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT",Hyundai,Verna,2017,petrol,45,"VTVT Petrol Engine",1591,6-Speed,Automatic,121.3,151,17,"BS V"
"Hyundai i10 [2010-2016] Sportz Petrol",Hyundai,i10,2014,petrol,35,"DOHC Kappa2 Engine",1197,5-Speed,Manual,78.9,111.8,20.36,"BS III"
"Renault Duster [2015-2016] 85 PS RXL EXPLORE",Renault,Duster,2015,diesel,50,"dCi THP Diesel Engine",1461,5-Speed,Manual,83.8,200,19.87,"BS III"
