Car_Name,Make,Model,Make_Year,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission
"Maruti Suzuki Ritz [2009-2012] VXI","Maruti Suzuki",Ritz,2012,petrol,45,"KB Series",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2020,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Renault Duster [2015-2019] 110 PS RXZ 4X2 MT",Renault,Duster,2018,diesel,50,"1.5 dCI K9K THP Diesel engine",1461,6-Speed,Manual,108,248,19.6,"BS V"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2020,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Honda City V",Honda,City,2017,petrol,40,"i VTEC Engine",1497,5-Speed,Manual,117.6,145,17.4,"BS IV"
"Ford EcoSport [2013-2015] Titanium 1.5L Ti-VCT AT",Ford,EcoSport,2013,petrol,52,"1.5L Ti-VCT (Petrol)",1499,6-Speed,Automatic,109,140,16.5,"BS III"
"Maruti Suzuki Alto K10 [2014-2019] VXi (O)","Maruti Suzuki","Alto K10",2016,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,"BS V"
"Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV","Maruti Suzuki",Omni,2014,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.8,"BS V"
"Hyundai i10 [2010-2016] Sportz Petrol",Hyundai,i10,2014,petrol,35,"DOHC Kappa2 Engine",1197,5-Speed,Manual,78.9,111.8,20.36,"BS III"
"Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT",Ford,EcoSport,2018,petrol,52,"Ti-VCT Petrol Engine",1496,6-Speed,Automatic,120.69,149,14.7,"BS V"
"MG Motors Hector 2.0 Sharp","MG Motors",Hector,2021,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,"BS IV"
"Hyundai Santro Xing [2007-2014] GLS",Hyundai,"Santro Xing",2011,petrol,35,"Petrol Engine",1086,5-Speed,Manual,62.1,96.1,17.92,"BS IV"
"Mahindra XUV500 [2011-2015] W8",Mahindra,XUV500,2015,diesel,70,"4 cylinder mHawk CRDe diesel engine",2179,6-Speed,Manual,140,330,15.1,"BS III"
"Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT",Ford,"Figo Aspire",2018,petrol,42,"Ti-VCT Petrol Engine",1194,5-Speed,Manual,94.93,119,18.5,"BS V"
"Maruti Suzuki Celerio [2014-2021] VXi AMT","Maruti Suzuki",Celerio,2014,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Volkswagen Polo [2014-2020] Highline 1.5 (D)",Volkswagen,Polo,2014,diesel,45,"TDI Diesel Engine",1498,5-Speed,Automatic,88,230,20.18,"BS V"
"Renault Kwid RXT",Renault,Kwid,2019,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,"BS IV"
"Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT",Renault,Duster,2018,diesel,50,"dCi THP Diesel Engine",1461,6-Speed,Manual,108.45,245,19.6,"BS V"
"Honda City [2017-2020] ZX CVT",Honda,City,2017,petrol,40,"i VTEC Engine",1196,5-Speed,Automatic,117.6,145,18,"BS V"
"Honda City [2017-2020] ZX CVT",Honda,City,2018,petrol,40,"i VTEC Engine",1196,5-Speed,Automatic,117.6,145,18,"BS V"
"Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT",Ford,EcoSport,2017,petrol,52,"Ti-VCT Petrol Engine",1496,6-Speed,Automatic,120.69,149,14.7,"BS V"
"Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT",Hyundai,Verna,2018,petrol,45,"VTVT Petrol Engine",1591,6-Speed,Automatic,121.3,151,17,"BS V"
"Honda Amaze [2018-2021] 1.2 VX i-VTEC",Honda,Amaze,2020,petrol,35,"i-VTEC Petrol Engine",1199,5-Speed,Manual,88.76,110,18.6,"BS IV"
"Hyundai i20 Active [2015-2020] 1.4 SX (O)",Hyundai,"i20 Active",2016,diesel,45,"1.4 U II 6 Speed Manual Transmission",1396,6-Speed,Automatic,89,220,21.19,"BS V"
"Hyundai Elite i20 [2014-2018] Asta 1.2",Hyundai,"Elite i20",2015,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Maruti Suzuki Dzire [2017-2020] VDI","Maruti Suzuki",Dzire,2018,diesel,37," DDiS Diesel Engine",1248,5-Speed,Automatic,74,190,28.4,"BS V"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2020,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Maruti Suzuki Celerio [2014-2021] ZXi AMT","Maruti Suzuki",Celerio,2015,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Honda City [2014-2017] SV",Honda,City,2014,petrol,40,"Front Wheel Drive",1497,5-Speed,Manual,117.3,145,17.8,"BS IV"
"Hyundai Xcent [2014-2017] S Petrol",Hyundai,Xcent,2014,petrol,43,"1.2 Kappa Dual VTVT Petrol",1197,5-Speed,Manual,81,114,19.1,"BS IV"
"Kia Seltos GTX Plus DCT",Kia,Seltos,2019,petrol,50,"Smartstream G1.4 T-GDi",1353,7-Speed,Manual,138,242,16.8,"BS IV"
"Maruti Suzuki Baleno [2015-2019] Zeta Petrol","Maruti Suzuki",Baleno,2018,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition","Maruti Suzuki","Alto 800",2013,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,"BS III"
"Maruti Suzuki Baleno [2015-2019] Alpha Petrol","Maruti Suzuki",Baleno,2018,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Maruti Suzuki Ciaz [2014-2017] ZXi AT","Maruti Suzuki",Ciaz,2016,petrol,43," K 14B VVT",1373,4-Speed,Automatic,91,130,19.12,"BS IV"
"Maruti Suzuki Baleno [2015-2019] Delta Petrol","Maruti Suzuki",Baleno,2016,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Hyundai i20 Active [2015-2020] 1.2 SX",Hyundai,"i20 Active",2018,petrol,45,"1.2L Kappa 5 Speed Manual Transmission",1197,5-Speed,Automatic,82,115,17.19,"BS V"
"Hyundai Eon [2011-2018] Sportz",Hyundai,Eon,2017,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Maruti Suzuki S-Presso VXI+","Maruti Suzuki",S-Presso,2021,petrol,27,"K10B Petrol Engine",998,5-Speed,Manual,67,90,21.01,"BS IV"
"Maruti Suzuki Celerio [2014-2021] ZXi AMT","Maruti Suzuki",Celerio,2016,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.2",Hyundai,"Elite i20",2017,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Maruti Suzuki Vitara Brezza [2016-2020] ZDI PLUS Dual Tone","Maruti Suzuki","Vitara Brezza",2016,diesel,48,"DDiS 200 Diesel Engine",1248,5-Speed,Automatic,88.5,200,24.3,"BS V"
"Tata Altroz XZ 1.2",Tata,Altroz,2021,petrol,37,"1.2 L Revotron",1199,5-Speed,Manual,84.82,113,19.05,"BS IV"
"Mahindra Scorpio [2014-2017] S4 Plus",Mahindra,Scorpio,2015,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,5-Speed,Manual,120,280,15.4,"BS IV"
"Honda Amaze 1.2 VX CVT i-VTEC",Honda,Amaze,2019,petrol,35,"i-VTEC Petrol Engine",1199,5-Speed,Manual,88.76,110,18.6,"BS IV"
"Tata Punch Creative Dual Tone",Tata,Punch,2022,petrol,37,"1.2 Revotron",1199,5-Speed,Automatic,84,113,18.9,"BS IV"
"Hyundai Verna SX Opt Petrol",Hyundai,Verna,2021,petrol,45,"1.5 l MPi",1497,6-Speed,Automatic,113,144,17.7,"BS IV"
"Maruti Suzuki Dzire ZXI","Maruti Suzuki",Dzire,2021,petrol,37,"1.2 Litre Petrol Engine",1197,5-Speed,Manual,88.5,113,23.26,"BS IV"
"Maruti Suzuki Swift [2011-2017] VDi","Maruti Suzuki",Swift,2014,diesel,43,"DDiS Diesel Engine",1248,5-Speed,Manual,74,190,22.9,"BS IV"
"Maruti Suzuki Baleno [2019-2022] Alpha Petrol","Maruti Suzuki",Baleno,2019,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Hyundai Venue [2019-2022] SX Plus 1.0 Turbo DCT",Hyundai,Venue,2019,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,7-Speed,Manual,118.35,171.6,18.15,"BS V"
"Hyundai Elite i20 [2018-2020] Sportz Plus 1.2",Hyundai,"Elite i20",2019,petrol,40,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,117,18.6,"BS V"
"Hyundai Eon [2011-2018] Era + SE",Hyundai,Eon,2017,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Maruti Suzuki Baleno [2019-2022] Alpha Petrol","Maruti Suzuki",Baleno,2019,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Hyundai Creta [2015-2018] 1.6 SX Plus Auto Petrol",Hyundai,Creta,2017,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Hyundai Elite i20 [2018-2020] Magna Plus 1.2",Hyundai,"Elite i20",2020,petrol,40,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,117,18.6,"BS V"
"Honda City [2017-2020] ZX CVT",Honda,City,2018,petrol,40,"i VTEC Engine",1196,5-Speed,Automatic,117.6,145,18,"BS V"
"Skoda Rapid [2011-2016] Elegance Diesel MT",Skoda,Rapid,2012,diesel,55,"4 cylinder inline diesel engine",1598,5-Speed,Manual,103,250,14.3,"BS III"
"Hyundai Verna SX Opt Turbo Petrol",Hyundai,Verna,2020,petrol,45,"1.0 l Kappa Turbo GDi	",998,7-Speed,Automatic,118,172,19.2,"BS IV"
"Honda City ZX",Honda,City,2020,petrol,40,"1.5L i-VTEC DOHC with VTC Petrol Engine",1498,6-Speed,Manual,119.35,145,18.4,"BS IV"
"Ford EcoSport [2013-2015] Trend 1.5L TDCi",Ford,EcoSport,2013,diesel,52,"1.5L DV5 (Diesel)",1498,5-Speed,Manual,89,204,22.7,"BS III"
"Maruti Suzuki Ciaz Alpha AT Petrol","Maruti Suzuki",Ciaz,2019,petrol,43,"K15 Smart Hybrid Petrol E",1462,4-Speed,Automatic,103.25,138,20,"BS IV"
"Maruti Suzuki Eeco AC 5 STR","Maruti Suzuki",Eeco,2020,petrol,40,"Aluminium 32 bit",1197,5-Speed,Manual,72.42,98,16.11,"BS IV"
"Hyundai Xcent [2017-2019] SX Petrol",Hyundai,Xcent,2019,petrol,43,"1.2L Kappa Dual VTVT Petr",1197,5-Speed,Manual,81.86,113.75,20.14,"BS V"
"Maruti Suzuki Baleno [2015-2019] Alpha Petrol","Maruti Suzuki",Baleno,2016,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Maruti Suzuki Alto 800 Vxi Plus","Maruti Suzuki","Alto 800",2020,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.05,"BS IV"
"Hyundai New i20 Asta 1.0 Turbo IMT",Hyundai,"New i20",2021,petrol,37,"1.0 l Turbo GDi",998,6-Speed,Automatic,118,172,20.2,"BS IV"
"Maruti Suzuki Dzire [2017-2020] ZXi Plus","Maruti Suzuki",Dzire,2018,petrol,37,"1.2 Litre Petrol Engine",1197,5-Speed,Automatic,88.5,113,23.26,"BS V"
"Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT",Hyundai,"Grand i10",2017,petrol,43,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,113.75,18.9,"BS V"
"Hyundai Elite i20 [2014-2018] Asta 1.2 (O)",Hyundai,"Elite i20",2016,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,"BS IV"
"Hyundai Xcent [2014-2017] SX Petrol",Hyundai,Xcent,2015,petrol,43,"1.2 Kappa Dual VTVT Petrol",1197,5-Speed,Manual,81,114,19.1,"BS IV"
"Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT",Hyundai,"Grand i10",2016,petrol,43,"Kappa VTVT Petrol Engine",1197,4-Speed,Automatic,82,114,18.9,"BS IV"
"Ford EcoSport [2017-2021] Titanium 1.5L TDCi",Ford,EcoSport,2019,diesel,52,"TDCi Diesel Engine",1498,5-Speed,Automatic,98.86,215,21.7,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Honda City [2014-2017] VX CVT",Honda,City,2016,petrol,40,"i VTEC Engine",1497,5-Speed,Manual,117.3,145,18,"BS IV"
"Maruti Suzuki Ciaz Alpha Petrol","Maruti Suzuki",Ciaz,2020,petrol,43,"K15 Smart Hybrid Petrol E",1696,5-Speed,Manual,103.25,138,20.65,"BS IV"
"Nissan Magnite XV Premium Turbo CVT",Nissan,Magnite,2022,petrol,40,"1.0L HRAO Turbo",1298,5-Speed,Automatic,99,160,20,"BS IV"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2020,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Hyundai Elite i20 [2018-2020] Sportz Plus 1.2",Hyundai,"Elite i20",2020,petrol,40,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,117,18.6,"BS V"
"Volkswagen Ameo [2016-2020] Highline1.2L (P)",Volkswagen,Ameo,2016,petrol,45,"MPI Petrol Engine",1198,5-Speed,Automatic,73.75,110,17,"BS V"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2019,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Hyundai New i20 Asta 1.0 Turbo IMT",Hyundai,"New i20",2021,petrol,37,"1.0 l Turbo GDi",998,6-Speed,Automatic,118,172,20.2,"BS IV"
"Maruti Suzuki Celerio [2014-2021] VXi AMT","Maruti Suzuki",Celerio,2015,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,"BS IV"
"Renault Duster [2015-2019] 85 PS RXZ 4X2 MT",Renault,Duster,2017,diesel,50,"1.5 dCI K9K THP Diesel engine",1461,5-Speed,Manual,84,200,19.87,"BS V"
"Hyundai New Santro 1.1 Asta MT",Hyundai,"New Santro 1.1",2018,petrol,35,"1.1 L Petrol",1086,5-Speed,Manual,68.07,99.07,20.3,"BS IV"
"Mahindra Scorpio [2014-2017] S4 Plus",Mahindra,Scorpio,2017,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,5-Speed,Manual,120,280,15.4,"BS IV"
"Maruti Suzuki Alto 800 Vxi","Maruti Suzuki","Alto 800",2021,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.05,"BS IV"
"Maruti Suzuki Alto K10 [2010-2014] VXi","Maruti Suzuki","Alto K10",2011,petrol,35,"K Series Petrol Engine",998,5-Speed,Manual,67.1,90,20.92,"BS IV"
"Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS","Maruti Suzuki",Ertiga,2018,diesel,45,"DDiS Diesel Engine",1248,5-Speed,Manual,89,200,24.52,"BS IV"
"Hyundai Grand i10 [2017-2020] Sportz 1.2 Kappa VTVT",Hyundai,"Grand i10",2017,petrol,43,"Kappa VTVT Petrol Engine",1197,5-Speed,Automatic,81.86,113.75,18.9,"BS V"
"Maruti Suzuki Baleno [2015-2019] Delta Diesel","Maruti Suzuki",Baleno,2017,diesel,37,"DDiS ",1248,5-Speed,Manual,74,190,27.39,"BS V"
"Datsun GO [2014-2019] T",Datsun,GO,2015,petrol,35,"DOHC with Dual VTVT",1798,5-Speed,Manual,67.05,104,19.02,"BS V"
"Mahindra XUV500 [2011-2015] W8",Mahindra,XUV500,2015,diesel,70,"4 cylinder mHawk CRDe diesel engine",2179,6-Speed,Manual,140,330,15.1,"BS III"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2020,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Maruti Suzuki Alto 800 [2016-2019] VXI (O)","Maruti Suzuki","Alto 800",2018,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22,"BS V"
"Honda WR-V i-DTEC VX",Honda,WR-V,2019,diesel,40,"i-DTEC Diesel engine",1498,6-Speed,Manual,97.89,200,23.7,"BS IV"
"Hyundai Elite i20 [2014-2018] Sportz 1.2",Hyundai,"Elite i20",2017,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Maruti Suzuki Alto 800 [2012-2016] LXI","Maruti Suzuki","Alto 800",2013,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.74,"BS III"
"Maruti Suzuki S-Presso VXI","Maruti Suzuki",S-Presso,2021,petrol,27,"K10B Petrol Engine",998,5-Speed,Manual,67,90,21.7,"BS IV"
"Hyundai Elite i20 [2014-2018] Asta 1.2",Hyundai,"Elite i20",2015,petrol,45,"Kappa VTVT Petrol Engine",1197,5-Speed,Manual,81.83,114.7,18.6,"BS IV"
"Renault Kiger RXZ AMT Dual Tone",Renault,Kiger,2021,petrol,40,"1.0L Energy	",1298,5-Speed,Automatic,71,96,19.03,"BS IV"
"Maruti Suzuki S-Presso VXI+","Maruti Suzuki",S-Presso,2021,petrol,27,"K10B Petrol Engine",998,5-Speed,Manual,67,90,21.01,"BS IV"
"Ford Freestyle [2017-2021] Titanium 1.2",Ford,Freestyle,2018,petrol,42,"1.2 litre Petrol Engine",1298,5-Speed,Automatic,94.93,119,18.5,"BS IV"
"Maruti Suzuki Ritz [2012-2017] Vxi","Maruti Suzuki",Ritz,2014,petrol,43,"inline 4 cylinder petrol engine",1197,5-Speed,Manual,85,113,18.5,"BS IV"
"Honda City [2017-2020] ZX CVT",Honda,City,2018,petrol,40,"i VTEC Engine",1196,5-Speed,Automatic,117.6,145,18,"BS V"
"Hyundai i20 Active [2015-2020] 1.2 SX",Hyundai,"i20 Active",2018,petrol,45,"1.2L Kappa 5 Speed Manual Transmission",1197,5-Speed,Automatic,82,115,17.19,"BS V"
"Hyundai Verna SX Opt IVT Petrol",Hyundai,Verna,2020,petrol,45,"1.5 l MPi	",1497,5-Speed,Automatic,113,144,18.4,"BS IV"
"Maruti Suzuki Alto K10 [2014-2019] VXI AMT (O)","Maruti Suzuki","Alto K10",2019,petrol,35,"K Series Petrol Engine",1798,5-Speed,Manual,67.1,90,23.95,"BS V"
"Honda City VX",Honda,City,2020,petrol,40,"1.5L i-VTEC Petrol Engine",1498,6-Speed,Manual,119.3,145,18.4,"BS IV"
"Mahindra Scorpio [2014-2017] S10",Mahindra,Scorpio,2015,diesel,60,"4 cylinder mHawk CRDe diesel engine",2179,5-Speed,Manual,120,280,15.4,"BS IV"
"Hyundai New Santro 1.1 Sportz MT",Hyundai,"New Santro 1.1",2019,petrol,35,"1.1 L Petrol",1086,5-Speed,Manual,68.07,99.07,20.3,"BS IV"
"Volkswagen Ameo [2016-2020] Comfortline 1.2L (P)",Volkswagen,Ameo,2016,petrol,45,"MPI Petrol Engine",1298,5-Speed,Automatic,73.75,110,17,"BS V"
"Maruti Suzuki S-Cross [2015-2020] Zeta 1.3","Maruti Suzuki",S-Cross,2016,diesel,48,"DDiS 200",1248,5-Speed,Automatic,89,200,23.65,"BS V"
"Ford Figo Aspire [2019-2021] Titanium Plus 1.2 Ti-VCT",Ford,"Figo Aspire",2019,petrol,42,"Ti-VCT Petrol Engine",1798,5-Speed,Manual,94.93,119,18.5,"BS V"
"Maruti Suzuki Alto 800 Vxi Plus","Maruti Suzuki","Alto 800",2020,petrol,35,"F8D Petrol Engine",796,5-Speed,Manual,47.3,69,22.05,"BS IV"
"Skoda Superb [2014-2016] Elegance 1.8 TSI AT",Skoda,Superb,2014,petrol,60,"Turbocharged petrol engine, in-line, liquid cooling system, direct injection, 16V DOHC, transverse in front",1798,7-Speed,Automatic,158,250,13.1,"BS III"
"Hyundai Creta [2015-2018] 1.6 SX Plus Auto Petrol",Hyundai,Creta,2017,petrol,60,"Petrol Dual VTVT",1591,6-Speed,Manual,122,154,15.29,"BS IV"
"Tata Harrier XZ Dual Tone",Tata,Harrier,2019,diesel,50,"Kryotec 2.0 L Turbocharge",1956,6-Speed,Manual,138,350,17,"BS IV"
"Maruti Suzuki Ertiga [2012-2015] ZDi","Maruti Suzuki",Ertiga,2015,diesel,45,"DDiS Diesel Engine",1248,5-Speed,Manual,89,200,20.77,"BS III"
"Ford EcoSport [2015-2017] Titanium + 1.5L TDCi",Ford,EcoSport,2016,diesel,52,"1.5L DV5 (Diesel)",1498,5-Speed,Manual,99,205,22.7,"BS IV"
"Volkswagen Ameo [2016-2020] Highline1.2L (P)",Volkswagen,Ameo,2016,petrol,45,"MPI Petrol Engine",1198,5-Speed,Automatic,73.75,110,17,"BS V"
"Ford Freestyle [2017-2021] Titanium 1.2",Ford,Freestyle,2019,petrol,42,"1.2 litre Petrol Engine",1298,5-Speed,Automatic,94.93,119,18.5,"BS IV"
"Tata Nano [2008-2014] LX",Tata,Nano,2013,petrol,15,"624 cc, 2 cylinder, MPFI",624,4-Speed,Manual,35,48,18.4,"BS IV"
"Hyundai Venue SX 1.0  Turbo",Hyundai,Venue,2019,petrol,45,"Kappa 1.0 L Turbo GDi Petrol",998,6-Speed,Manual,118.35,171.6,18.27,"BS IV"
"Maruti Suzuki Baleno [2019-2022] Delta Petrol","Maruti Suzuki",Baleno,2019,petrol,37,"1.2L VVT Engine",1197,5-Speed,Manual,81.8,113,21.01,"BS V"
"Renault Triber RXZ",Renault,Triber,2020,petrol,40,"1.0L Petrol Engine",999,5-Speed,Manual,71,96,20,"BS IV"
"Hyundai Santro Xing [2007-2014] GLS",Hyundai,"Santro Xing",2012,petrol,35,"Petrol Engine",1086,5-Speed,Manual,62.1,96.1,17.92,"BS IV"
"Ford Freestyle [2017-2021] Titanium 1.2",Ford,Freestyle,2020,petrol,42,"1.2 litre Petrol Engine",1298,5-Speed,Automatic,94.93,119,18.5,"BS IV"
"Hyundai Eon [2011-2018] Era +",Hyundai,Eon,2013,petrol,32,"Petrol Engine",814,5-Speed,Manual,55.2,74.5,21.1,"BS IV"
"Ford EcoSport [2017-2021] Titanium 1.5L Ti-VCT",Ford,EcoSport,2019,petrol,52,"Ti-VCT Petrol Engine",1496,5-Speed,Automatic,120.69,149,15.9,"BS IV"
"MG Motors Hector 1.5 Sharp DCT AT","MG Motors",Hector,2019,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,"BS IV"
"Tata Harrier XZ",Tata,Harrier,2019,diesel,50,"Kryotec 2.0 L Turbocharge",1956,6-Speed,Manual,138,350,17,"BS IV"
"Renault Scala [2012-2018] RxZ Diesel",Renault,Scala,2014,diesel,41,"Renault K9K Diesel engine",1461,5-Speed,Manual,85,200,21.64,"BS IV"
"Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT",Ford,EcoSport,2018,petrol,52,"Ti-VCT Petrol Engine",1496,6-Speed,Automatic,120.69,149,14.7,"BS V"
"Maruti Suzuki Vitara Brezza [2016-2020] ZDi","Maruti Suzuki","Vitara Brezza",2017,diesel,48,"Front Wheel Drive",1248,5-Speed,Automatic,89,200,24.3,"BS V"
"Maruti Suzuki Ignis [2017-2020] Alpha MT Petrol","Maruti Suzuki",Ignis,2017,petrol,32,"1.2-Litre VVT Petrol Engine",1197,5-Speed,Automatic,81.8,113,20.89,"BS V"
"Tata Nexon [2017-2020] XZ Plus Diesel",Tata,Nexon,2018,diesel,44,"1.5L Revotorq Turbocharged",1497,6-Speed,Automatic,108.5,260,21.05,"BS V"
"Hyundai Verna [2017-2020] 1.6 VTVT SX (O)",Hyundai,Verna,2018,petrol,43,"Front Wheel Drive",1591,6-Speed,Automatic,121,158,17.4,"BS V"
"Hyundai Verna [2017-2020] 1.6 VTVT SX",Hyundai,Verna,2019,petrol,43,"Front Wheel Drive",1591,6-Speed,Automatic,121,158,17.4,"BS V"
"Maruti Suzuki Vitara Brezza [2018-2020] ZDI PLUS AT Dual Tone","Maruti Suzuki","Vitara Brezza",2018,diesel,48,"Front Wheel Drive",1248,5-Speed,Automatic,89,200,24.3,"BS V"
"Honda Jazz [2015-2020] S AT",Honda,Jazz,2015,petrol,40,"i-VTEC Petrol Engine",1199,5-Speed,Automatic,88.76,110,19,"BS V"
"Maruti Suzuki Vitara Brezza [2016-2020] VDi","Maruti Suzuki","Vitara Brezza",2017,diesel,48,"Front Wheel Drive",1248,5-Speed,Automatic,89,200,24.3,"BS V"
"Renault Captur [2017-2020] RXT Dual Tone",Renault,Captur,2018,petrol,50,"1.5 H4K Petrol",1498,5-Speed,Automatic,105,142,13.87,"BS V"
"Renault Captur [2017-2020] RXT Dual Tone",Renault,Captur,2017,petrol,50,"1.5 H4K Petrol",1498,5-Speed,Automatic,105,142,13.87,"BS V"
"Hyundai Verna [2017-2020] 1.6 VTVT SX",Hyundai,Verna,2018,petrol,43,"Front Wheel Drive",1591,6-Speed,Automatic,121,158,17.4,"BS V"
"Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX AT",Hyundai,Verna,2014,petrol,43,"Front Wheel Drive",1591,4-Speed,Automatic,121,158,17.01,"BS III"
